url_from,url_to
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/technology/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/web-technology/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/data-science/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/software-science/
https://www.data-blogger.com/2017/02/24/gathering-tweets-with-python/,https://www.data-blogger.com/2017/03/15/pi-day-pi-and-the-basel-problem/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/mathematics/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/personal-projects/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/my-life/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/services/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/become-a-blogger/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/contact/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/looking-for-a-data-scientist/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/07/17/a-comparative-analysis-between-data-mining-and-statistics/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/author/sarena/
https://www.data-blogger.com/author/sarena/,https://www.linkedin.com/shareArticle?mini=true&title=A+Comparative+Analysis+Between+Data+mining+and+Statistics&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F07%2F17%2Fa-comparative-analysis-between-data-mining-and-statistics%2F
https://www.data-blogger.com/author/sarena/,https://twitter.com/share?text=A+Comparative+Analysis+Between+Data+mining+and+Statistics&url=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F07%2F17%2Fa-comparative-analysis-between-data-mining-and-statistics%2F&via=kmjjacobs
https://www.data-blogger.com/author/sarena/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.data-blogger.com%2F2017%2F07%2F17%2Fa-comparative-analysis-between-data-mining-and-statistics%2F
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2016/08/13/apache-flink-the-next-distributed-data-processing-revolution/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/08/27/gru-implementation-tensorflow/
